what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1372819150135
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1372819150136
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1372819150136
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1372819150137
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1372819150138
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1372819150139
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1372819150139
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1372819150140
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1372819150140
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1372819150143
started,bundle,com.collabnet.subversion.merge,3.0.11,"com.collabnet.subversion.merge",1372819150143
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1372819150144
started,bundle,org.tigris.subversion.subclipse.core,1.8.16,"org.tigris.subversion.subclipse.core",1372819150144
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1372819150145
started,bundle,org.tigris.subversion.subclipse.ui,1.8.15,"org.tigris.subversion.subclipse.ui",1372819150146
os,sysinfo,,,"win32",1372819150151
arch,sysinfo,,,"x86_64",1372819150151
ws,sysinfo,,,"win32",1372819150151
locale,sysinfo,,,"zh_CN",1372819150151
processors,sysinfo,,,"2",1372819150151
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1372819150151
java.runtime.version,sysinfo,,,"1.7.0_07-b11",1372819150151
java.specification.name,sysinfo,,,"Java Platform API Specification",1372819150151
java.specification.vendor,sysinfo,,,"Oracle Corporation",1372819150151
java.specification.version,sysinfo,,,"1.7",1372819150151
java.vendor,sysinfo,,,"Oracle Corporation",1372819150151
java.version,sysinfo,,,"1.7.0_07",1372819150151
java.vm.info,sysinfo,,,"mixed mode",1372819150151
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1372819150151
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1372819150151
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1372819150151
java.vm.specification.version,sysinfo,,,"1.7",1372819150151
java.vm.vendor,sysinfo,,,"Oracle Corporation",1372819150151
java.vm.version,sysinfo,,,"23.3-b01",1372819150151
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1372819150164
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1372819150233
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1372819150238
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1372819152715
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372819184955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819192397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819203105
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819203870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819207491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819207927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819207939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819225065
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1372819230080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819245924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819378264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819382337
started,bundle,org.eclipse.wb.core.lib,1.5.0.r37x201206111201,"org.eclipse.wb.core.lib",1372819390670
started,bundle,org.eclipse.wb.core,1.5.0.r37x201206111201,"org.eclipse.wb.core",1372819390692
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819391149
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819391475
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819391516
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372819393202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819394444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1372819404812
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819406563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372819410854
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819413734
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819418872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372819420222
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819425101
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372819471424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819475517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372819478714
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819479091
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819479156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819480922
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819485052
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819485054
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372819485955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1372819495112
