what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372765392814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372765393416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771907075
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372771907955
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1372771908727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771913379
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.6,"org.tigris.subversion.clientadapter.javahl",1372771928730
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.7.5.1,"org.tigris.subversion.clientadapter.svnkit",1372771928732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771934837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771955397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771965970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771970377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771982490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372771983478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772063821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772064742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772068226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772071832
started,bundle,org.eclipse.wb.core.lib,1.5.0.r37x201206111201,"org.eclipse.wb.core.lib",1372772087617
started,bundle,org.eclipse.wb.core,1.5.0.r37x201206111201,"org.eclipse.wb.core",1372772087720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772088861
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772089393
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772089446
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772096025
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772096161
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772112717
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772112770
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372772116972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772120012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772122640
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1372772126862
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1372772126963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772127803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772129311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772137002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772138086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772145382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772147412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772148438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772214817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772217692
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772228197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772236186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772238094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772243979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772244686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772245114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772266206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772275925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772313535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772320629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772321888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772322304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772336602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772366932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772381459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772382243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772384583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772385211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772387366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772404180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772405023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772407971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772418094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772454524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772461224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772462620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772468575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772472650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772475870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772476659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772477371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772478699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772480210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772481299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772494958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372772498642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372772499369
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1372772499421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372772514879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772534499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772541037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772544499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772632287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772634605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772641374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772683132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772688002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772693319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772693371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772693563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772696849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772705787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772706640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772707084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772712195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772726278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772726922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772727496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772729100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772729332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772731545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772739456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772785349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772802604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772809441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372772860491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772862487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772863115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772863360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772868612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772869408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772870143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772870860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772893269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772905172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772934991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772942745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372772956494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372773008242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372773023668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372773027280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372773028821
