what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1372837933368
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1372837933388
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1372837933442
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1372837933443
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1372837933450
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1372837933545
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1372837933731
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1372837933812
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1372837933815
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1372837933822
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1372837933830
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1372837933831
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1372837933832
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1372837933893
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1372837933894
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1372837933905
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1372837933906
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1372837933911
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1372837933917
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1372837933918
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1372837933919
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1372837933923
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1372837933923
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1372837933924
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1372837933925
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1372837933937
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1372837933941
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1372837933947
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1372837933950
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1372837933954
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1372837933954
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1372837933955
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1372837933956
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1372837933966
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1372837933967
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1372837933968
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1372837933981
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1372837933986
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1372837933987
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1372837933988
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1372837933989
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1372837933998
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1372837933998
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1372837934009
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1372837934015
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1372837934026
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1372837934030
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1372837934039
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1372837934040
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1372837934041
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1372837934047
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1372837934053
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1372837934061
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1372837934062
started,bundle,com.collabnet.subversion.merge,3.0.11,"com.collabnet.subversion.merge",1372837934085
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1372837934085
started,bundle,org.tigris.subversion.subclipse.core,1.8.16,"org.tigris.subversion.subclipse.core",1372837934086
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1372837934098
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1372837934098
started,bundle,org.tigris.subversion.subclipse.ui,1.8.15,"org.tigris.subversion.subclipse.ui",1372837934100
os,sysinfo,,,"win32",1372837934105
arch,sysinfo,,,"x86_64",1372837934105
ws,sysinfo,,,"win32",1372837934105
locale,sysinfo,,,"zh_CN",1372837934105
processors,sysinfo,,,"2",1372837934105
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1372837934105
java.runtime.version,sysinfo,,,"1.7.0_07-b11",1372837934105
java.specification.name,sysinfo,,,"Java Platform API Specification",1372837934105
java.specification.vendor,sysinfo,,,"Oracle Corporation",1372837934105
java.specification.version,sysinfo,,,"1.7",1372837934105
java.vendor,sysinfo,,,"Oracle Corporation",1372837934105
java.version,sysinfo,,,"1.7.0_07",1372837934105
java.vm.info,sysinfo,,,"mixed mode",1372837934105
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1372837934105
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1372837934105
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1372837934105
java.vm.specification.version,sysinfo,,,"1.7",1372837934105
java.vm.vendor,sysinfo,,,"Oracle Corporation",1372837934105
java.vm.version,sysinfo,,,"23.3-b01",1372837934105
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1372837934111
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1372837934328
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1372837934329
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1372837934452
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1372837934764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372837950093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372838002489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372838017161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372838146227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372838146898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839195941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839196619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839198515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839206918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839208547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839236208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839250283
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1372839272227
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1372839272269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839327088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839328473
started,bundle,org.eclipse.wb.core.lib,1.5.0.r37x201206111201,"org.eclipse.wb.core.lib",1372839340503
started,bundle,org.eclipse.wb.core,1.5.0.r37x201206111201,"org.eclipse.wb.core",1372839340540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372839340720
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1372839343301
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1372839343582
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1372839343617
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1372839343996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839347830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839446977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839449443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839450506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839463701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839466113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839598166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839611400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839624458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839645661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839649849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839664880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839703688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839705360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839710655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839740492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839741167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839741351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839744507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839747577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839821924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839837633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839882057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839906417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839908756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372839933778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372839937692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839946463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372839955895
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1372839981373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372840003198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372840015682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372840025229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842732726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842786530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842814709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842906861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842906988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842908702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372842909112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1372842940341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372843030724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372843073726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372843127213
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1372843127284
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.6,"org.tigris.subversion.clientadapter.javahl",1372843127300
